KIS_ID,Chromosome,Start_position,End_position,UMAG_ID,Description,Gene_type,Prot_ID,ProteinNames,GeneNames,ProteinLength,Gene_Ontology_biological_process,,,,,,,,,
KIS67407,USMA_521_v2_13,58659,59827,UMAG_11985,hypothetical protein,Hypothetical,11644,Related to TPM2-tropomyosin,UMAG_11985,161,actin cortical patch organization [GO:0044396]; actin filament organization [GO:0007015]; mitotic actomyosin contractile ring assembly [GO:1903475]; mitotic actomyosin contractile ring contraction [GO:1902404]; mitotic cytokinesis [GO:0000281]; negative regulation of actin filament binding [GO:1904530]; negative regulation of actin filament depolymerization [GO:0030835]; negative regulation of actin filament polymerization [GO:0030837]; negative regulation of actin filament severing [GO:1903919]; negative regulation of Arp2/3 complex-mediated actin nucleation [GO:0034316]; plasma membrane fusion involved in cytogamy [GO:0032220]; positive regulation of actin binding [GO:1904618]; positive regulation of actin filament annealing [GO:0110056]; positive regulation of actin filament-based movement [GO:1903116],,,,,,,,,
KIS67408,USMA_521_v2_13,60971,63070,UMAG_11986,c-terminal kinesin,Annotated,11645,C-terminal kinesin,UMAG_11986,699,cytoplasmic microtubule organization [GO:0031122]; establishment or maintenance of microtubule cytoskeleton polarity [GO:0030951]; karyogamy involved in conjugation with cellular fusion [GO:0000742]; meiotic centromere clustering [GO:1990571]; meiotic spindle formation (spindle phase two) [GO:0140642]; microtubule anchoring at mitotic spindle pole body [GO:1990810]; microtubule bundle formation [GO:0001578]; minus-end directed microtubule sliding [GO:0031534]; mitotic metaphase chromosome recapture [GO:1990942]; mitotic spindle formation (spindle phase two) [GO:0140641]; mitotic spindle midzone assembly [GO:0051256]; nuclear migration during mitotic telophase [GO:0090561]; plus-end directed microtubule sliding [GO:0031535],,,,,,,,,
KIS67409,USMA_521_v2_13,63320,65065,UMAG_04508,hypothetical protein,Hypothetical,11646,Protein BFR2,BFR2,UMAG_04508,581,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462],,,,,,
KIS67410,USMA_521_v2_13,65487,67622,UMAG_04509,hypothetical protein,Hypothetical,11647,Nsp1_C domain-containing protein,UMAG_04509,681,protein import into nucleus [GO:0006606]; RNA export from nucleus [GO:0006405],,,,,,,,,
KIS67411,USMA_521_v2_13,68036,71050,UMAG_04510,hypothetical protein,Hypothetical,11648,DH domain-containing protein,UMAG_04510,1004,,,,,,,,,,
KIS67412,USMA_521_v2_13,73136,74539,UMAG_04511,putative mitochondrial 54S ribosomal protein,Putative,11649,Putative mitochondrial 54S ribosomal protein,UMAG_04511,467,mitochondrial translation [GO:0032543],,,,,,,,,
KIS67413,USMA_521_v2_13,75095,76242,UMAG_04512,hypothetical protein,Hypothetical,11650,J domain-containing protein,UMAG_04512,350,,,,,,,,,,
KIS67414,USMA_521_v2_13,76962,78908,UMAG_11987,hypothetical protein,Hypothetical,11651,Mannosyltransferase (EC 2.4.1.-),UMAG_11987,648,GPI anchor biosynthetic process [GO:0006506],,,,,,,,,
KIS67415,USMA_521_v2_13,79080,80174,UMAG_04514,hypothetical protein,Hypothetical,11652,Transmembrane protein,UMAG_04514,364,,,,,,,,,,
KIS67416,USMA_521_v2_13,81372,81863,UMAG_11988,hypothetical protein,Hypothetical,11653,Secreted protein,UMAG_11988,163,,,,,,,,,,
KIS67417,USMA_521_v2_13,82027,86454,UMAG_04516,hypothetical protein,Hypothetical,11654,TPR_REGION domain-containing protein,UMAG_04516,1475,,,,,,,,,,
KIS67418,USMA_521_v2_13,87049,90630,UMAG_04517,hypothetical protein,Hypothetical,11655,PH domain-containing protein,UMAG_04517,1193,,,,,,,,,,
KIS67419,USMA_521_v2_13,91712,98766,UMAG_04518,hypothetical protein,Hypothetical,11656,HECT-type E3 ubiquitin transferase (EC 2.3.2.26),UMAG_04518,2313,proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209],,,,,,,,,
KIS67420,USMA_521_v2_13,100843,103593,UMAG_11989,putative RNA-dependent ATPase,Putative,11657,ATP-dependent RNA helicase DBP4 (EC 3.6.4.13),DBP4,UMAG_11989,916,rRNA processing [GO:0006364],,,,,,,,
KIS67421,USMA_521_v2_13,104376,107039,UMAG_11990,hypothetical protein,Hypothetical,11658,RAP domain-containing protein,UMAG_11990,887,,,,,,,,,,
KIS67422,USMA_521_v2_13,107180,110369,UMAG_11991,hypothetical protein,Hypothetical,11659,MICOS complex subunit MIC60,UMAG_11991,973,,,,,,,,,,
KIS67423,USMA_521_v2_13,111591,113600,UMAG_04522,hypothetical protein,Hypothetical,11660,JmjC domain-containing histone demethylation protein 1 (EC 1.14.11.27) ([Histone-H3]-lysine-36 demethylase 1),JHD1,UMAG_04522,669,chromatin organization [GO:0006325]; protein demethylation [GO:0006482]; regulation of transcription by RNA polymerase II [GO:0006357],,,,,,,,
KIS67424,USMA_521_v2_13,116912,118498,UMAG_04523,low affinity ammonium transporter,Annotated,11661,Ammonium transporter,UMAG_04523,528,ammonium transmembrane transport [GO:0072488],,,,,,,,,
KIS67425,USMA_521_v2_13,120173,123274,UMAG_11754,hypothetical protein,Hypothetical,11662,PSP1 C-terminal domain-containing protein,UMAG_11754,1033,,,,,,,,,,
KIS67426,USMA_521_v2_13,124182,127313,UMAG_04524,hypothetical protein,Hypothetical,11663,Kinesin motor domain-containing protein,UMAG_04524,1043,microtubule-based movement [GO:0007018],,,,,,,,,
KIS67427,USMA_521_v2_13,128748,129272,UMAG_04525,hypothetical protein,Hypothetical,11664,CUE domain-containing protein,UMAG_04525,174,,,,,,,,,,
KIS67428,USMA_521_v2_13,129593,132157,UMAG_04526,hypothetical protein,Hypothetical,11665,F-box domain-containing protein,UMAG_04526,824,,,,,,,,,,
KIS67429,USMA_521_v2_13,138311,138748,UMAG_11755,hypothetical protein,Hypothetical,11666,Uncharacterized protein,UMAG_11755,145,,,,,,,,,,
KIS67430,USMA_521_v2_13,139602,140173,UMAG_04528,hypothetical protein,Hypothetical,11667,Secreted protein,UMAG_04528,153,,,,,,,,,,
KIS67431,USMA_521_v2_13,141131,146235,UMAG_04529,hypothetical protein,Hypothetical,11668,DNA polymerase (EC 2.7.7.7),UMAG_04529,1667,lagging strand elongation [GO:0006273]; leading strand elongation [GO:0006272]; mitotic DNA replication initiation [GO:1902975],,,,,,,,,
KIS67432,USMA_521_v2_13,147990,148883,UMAG_04530,putative guanine nucleotide transmembrane transporter,Putative,11669,Putative guanine nucleotide transmembrane transporter,UMAG_04530,297,cellular iron ion homeostasis [GO:0006879]; mitochondrial genome maintenance [GO:0000002],,,,,,,,,
KIS67433,USMA_521_v2_13,149186,151558,UMAG_04531,hypothetical protein,Hypothetical,11670,Protein OS-9 homolog,UMAG_04531,790,endoplasmic reticulum unfolded protein response [GO:0030968]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent ERAD pathway [GO:0030433],,,,,,,,
KIS67434,USMA_521_v2_13,152304,154214,UMAG_04532,hypothetical protein,Hypothetical,11671,PX domain-containing protein,UMAG_04532,636,autophagy [GO:0006914]; protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147],,,,,,,,
KIS67435,USMA_521_v2_13,155459,157042,UMAG_04533,hypothetical protein,Hypothetical,11672,FAD-binding PCMH-type domain-containing protein,UMAG_04533,527,,,,,,,,,,
KIS67436,USMA_521_v2_13,157243,158067,UMAG_11756,hypothetical protein,Hypothetical,11673,Retrotransposon protein,UMAG_11756,274,,,,,,,,,,
KIS67437,USMA_521_v2_13,158471,160492,UMAG_04535,hypothetical protein,Hypothetical,11674,ULP_PROTEASE domain-containing protein,UMAG_04535,673,interstrand cross-link repair [GO:0036297],,,,,,,,,
KIS67438,USMA_521_v2_13,160628,162516,UMAG_11757,hypothetical protein,Hypothetical,11675,Dolichol kinase,UMAG_11757,584,GPI anchor biosynthetic process [GO:0006506],,,,,,,,,
KIS67439,USMA_521_v2_13,162879,163883,UMAG_04537,hypothetical protein,Hypothetical,11676,CEP170_C domain-containing protein,UMAG_04537,334,,,,,,,,,,
KIS67440,USMA_521_v2_13,164446,166143,UMAG_04538,hypothetical protein,Hypothetical,11677,MFS domain-containing protein,UMAG_04538,565,,,,,,,,,,
KIS67441,USMA_521_v2_13,167188,168798,UMAG_04539,hypothetical protein,Hypothetical,11678,ATP-NAD kinase,UMAG_04539,505,NAD metabolic process [GO:0019674]; NADP biosynthetic process [GO:0006741]; phosphorylation [GO:0016310],,,,,,,,,
KIS67442,USMA_521_v2_13,169162,169959,UMAG_11758,hypothetical protein,Hypothetical,11679,DUF1014-domain-containing protein,UMAG_11758,230,cellular response to oxidative stress [GO:0034599]; transcription by RNA polymerase II [GO:0006366],,,,,,,,,
KIS67443,USMA_521_v2_13,170462,171052,UMAG_04541,hypothetical protein,Hypothetical,11680,Rhodanese domain-containing protein,UMAG_04541,196,,,,,,,,,,
KIS67444,USMA_521_v2_13,171408,172117,UMAG_04542,putative E2 SUMO-conjugating protein UBC9,Putative,11681,Putative E2 SUMO-conjugating protein UBC9,UMAG_04542,159,protein sumoylation [GO:0016925],,,,,,,,,
KIS67445,USMA_521_v2_13,174810,176996,UMAG_04543,hypothetical protein,Hypothetical,11682,Protein kinase domain-containing protein,UMAG_04543,689,protein phosphorylation [GO:0006468]; regulation of RNA splicing [GO:0043484],,,,,,,,,
KIS67446,USMA_521_v2_13,177804,178958,UMAG_04544,hypothetical protein,Hypothetical,11683,Uncharacterized protein,UMAG_04544,384,,,,,,,,,,
KIS67447,USMA_521_v2_13,179086,182976,UMAG_11759,hypothetical protein,Hypothetical,11684,Protein STU1,STU1,UMAG_11759,1296,cell division [GO:0051301]; microtubule cytoskeleton organization [GO:0000226]; mitotic spindle assembly [GO:0090307],,,,,,,,
KIS67448,USMA_521_v2_13,183842,185737,UMAG_04546,hypothetical protein,Hypothetical,11685,UPF0029 domain-containing protein,UMAG_04546,631,regulation of translational initiation [GO:0006446],,,,,,,,,
KIS67449,USMA_521_v2_13,185913,187184,UMAG_11760,putative proteasome regulatory particle base subunit RPT5,Putative,11686,Putative proteasome regulatory particle base subunit RPT5,UMAG_11760,423,positive regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045899]; proteasome regulatory particle assembly [GO:0070682]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161],,,,,,,,,
KIS67450,USMA_521_v2_13,187976,189670,UMAG_15013,hypothetical protein,Hypothetical,11687,PCI domain-containing protein,UMAG_15013,518,protein deneddylation [GO:0000338],,,,,,,,,
KIS67451,USMA_521_v2_13,190170,191162,UMAG_04549,hypothetical protein,Hypothetical,11688,RNase_PH domain-containing protein,UMAG_04549,297,nuclear mRNA surveillance [GO:0071028]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; rRNA catabolic process [GO:0016075]; U4 snRNA 3'-end processing [GO:0034475],,,,,,,
KIS67452,USMA_521_v2_13,191398,194355,UMAG_04550,hypothetical protein,Hypothetical,11689,EF-hand domain-containing protein,UMAG_04550,985,calcium ion transmembrane transport [GO:0070588]; cellular calcium ion homeostasis [GO:0006874],,,,,,,,,
KIS67453,USMA_521_v2_13,195837,197951,UMAG_04551,hypothetical protein,Hypothetical,11690,CYCLIN domain-containing protein,UMAG_04551,704,positive regulation of DNA-templated transcription, elongation [GO:0032786]; regulation of transcription by RNA polymerase II [GO:0006357],,,,,,,,
KIS67454,USMA_521_v2_13,198789,199907,UMAG_04553,hypothetical protein,Hypothetical,11691,Growth hormone-inducible transmembrane protein,UMAG_04553,372,,,,,,,,,,
KIS67455,USMA_521_v2_13,201243,205011,UMAG_15014,hypothetical protein,Hypothetical,11692,Importin N-terminal domain-containing protein,UMAG_15014,1066,protein import into nucleus [GO:0006606],,,,,,,,,
KIS67456,USMA_521_v2_13,206933,211768,UMAG_04555,myosin V,Annotated,11693,Myosin V,UMAG_04555,1611,actin filament organization [GO:0007015]; vesicle transport along actin filament [GO:0030050],,,,,,,,,
KIS67457,USMA_521_v2_13,213158,213844,UMAG_10901,putative polyubiquitin,Putative,11694,Putative polyubiquitin,UMAG_10901,228,modification-dependent protein catabolic process [GO:0019941]; protein ubiquitination [GO:0016567],,,,,,,,,
KIS67458,USMA_521_v2_13,216390,216914,UMAG_04557,hypothetical protein,Hypothetical,11695,Hydrophobic surface binding protein A-domain-containing protein,UMAG_04557,174,,,,,,,,,,
KIS67459,USMA_521_v2_13,217284,218405,UMAG_04558,hypothetical protein,Hypothetical,11696,Non-structural maintenance of chromosomes element 1 homolog (EC 2.3.2.27),UMAG_04558,373,double-strand break repair via homologous recombination [GO:0000724]; postreplication repair [GO:0006301],,,,,,,,,
KIS67460,USMA_521_v2_13,219153,219500,UMAG_04559,hypothetical protein,Hypothetical,11697,Uncharacterized protein,UMAG_04559,106,,,,,,,,,,
KIS67461,USMA_521_v2_13,221626,222225,UMAG_04560,hypothetical protein,Hypothetical,11698,DUF202 domain-containing protein,UMAG_04560,199,,,,,,,,,,
KIS67462,USMA_521_v2_13,222745,223824,UMAG_04561,hypothetical protein,Hypothetical,11699,Ribokinase (RK) (EC 2.7.1.15),UMAG_04561,359,D-ribose catabolic process [GO:0019303],,,,,,,,,
KIS67463,USMA_521_v2_13,224012,225367,UMAG_04562,putative aspartate transaminase,Putative,11700,Aspartate aminotransferase (EC 2.6.1.1),UMAG_04562,422,aspartate biosynthetic process [GO:0006532],,,,,,,,,
KIS67464,USMA_521_v2_13,226799,229522,UMAG_04563,hypothetical protein,Hypothetical,11701,Related to nuclear matrix protein p84,UMAG_04563,907,mRNA export from nucleus [GO:0006406]; regulation of DNA-templated transcription elongation [GO:0032784],,,,,,,,,
KIS67465,USMA_521_v2_13,229840,230573,UMAG_10902,hypothetical protein,Hypothetical,11702,RRM domain-containing protein,UMAG_10902,159,RNA splicing [GO:0008380],,,,,,,,,
KIS67466,USMA_521_v2_13,231284,232553,UMAG_10903,putative proteasome regulatory particle lid subunit RPN7,Putative,11703,Putative proteasome regulatory particle lid subunit RPN7,UMAG_10903,392,mitotic sister chromatid separation [GO:0051306]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161],,,,,,,,,
KIS67467,USMA_521_v2_13,232738,233425,UMAG_10904,putative adenine phosphoribosyltransferase,Putative,11704,Adenine phosphoribosyltransferase (EC 2.4.2.7),UMAG_10904,202,adenine salvage [GO:0006168]; AMP salvage [GO:0044209]; purine ribonucleoside salvage [GO:0006166],,,,,,,,,
KIS67468,USMA_521_v2_13,234108,234446,UMAG_04566,hypothetical protein,Hypothetical,11705,Uncharacterized protein,UMAG_04566,112,,,,,,,,,,
KIS67469,USMA_521_v2_13,234853,236308,UMAG_10905,hypothetical protein,Hypothetical,11706,PB1 domain-containing protein,UMAG_10905,352,,,,,,,,,,
KIS67470,USMA_521_v2_13,237018,237700,UMAG_10906,hypothetical protein,Hypothetical,11707,ER membrane protein SH3,UMAG_10906,201,endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888],,,,,,,,,
KIS67471,USMA_521_v2_13,238458,239324,UMAG_10907,putative E2 ubiquitin-conjugating protein MMS2,Putative,11708,Putative E2 ubiquitin-conjugating protein MMS2,UMAG_10907,137,free ubiquitin chain polymerization [GO:0010994]; postreplication repair [GO:0006301]; protein K63-linked ubiquitination [GO:0070534]; protein polyubiquitination [GO:0000209]; protein targeting to vacuolar membrane [GO:0044395],,,,,,,,,
KIS67472,USMA_521_v2_13,240878,241291,UMAG_04570,hypothetical protein,Hypothetical,11709,Transposase,UMAG_04570,137,,,,,,,,,,
KIS67473,USMA_521_v2_13,241981,245321,UMAG_12271,putative dioxygenase Ssp1,Putative,11710,Putative dioxygenase Ssp1,UMAG_12271,1074,response to oxidative stress [GO:0006979],,,,,,,,,
KIS67474,USMA_521_v2_13,245634,247448,UMAG_04572,hypothetical protein,Hypothetical,11711,HIT-type domain-containing protein,UMAG_04572,604,,,,,,,,,,
KIS67475,USMA_521_v2_13,248092,248915,UMAG_04573,putative H/ACA snoRNP pseudouridylase subunit GAR1,Putative,11712,H/ACA ribonucleoprotein complex subunit GAR1 (snoRNP protein GAR1),GAR1,UMAG_04573,227,snoRNA guided rRNA pseudouridine synthesis [GO:0000454]; snRNA pseudouridine synthesis [GO:0031120],,,,,,,,
KIS67476,USMA_521_v2_13,249221,251734,UMAG_10908,putative high-affinity glutathione transporter,Putative,11713,Oligopeptide transporter 1,opt1,UMAG_10908,837,protein transport [GO:0015031],,,,,,,,
KIS67477,USMA_521_v2_13,252769,253221,UMAG_04575,hypothetical protein,Hypothetical,11714,Similar to,UMAG_04575,118,,,,,,,,,,
KIS67478,USMA_521_v2_13,253427,254536,UMAG_04576,hypothetical protein,Hypothetical,11715,J domain-containing protein,UMAG_04576,369,chaperone-mediated protein folding [GO:0061077],,,,,,,,,
KIS67479,USMA_521_v2_13,255170,257236,UMAG_04577,putative urea permease,Putative,11716,Dur3 urea permease 3,dur3-3,UMAG_04577,688,,,,,,,,,
KIS67480,USMA_521_v2_13,258738,260741,UMAG_04578,hypothetical protein,Hypothetical,11717,Thioredoxin,UMAG_04578,667,protein modification by small protein removal [GO:0070646],,,,,,,,,
KIS67481,USMA_521_v2_13,262030,265420,UMAG_04579,hypothetical protein,Hypothetical,11718,PITH domain-containing protein,UMAG_04579,952,,,,,,,,,,
KIS67482,USMA_521_v2_13,265722,266732,UMAG_04580,hypothetical protein,Hypothetical,11719,DUF202 domain-containing protein,UMAG_04580,336,,,,,,,,,,
KIS67483,USMA_521_v2_13,271500,272678,UMAG_04581,hypothetical protein,Hypothetical,11720,BHLH domain-containing protein,UMAG_04581,392,,,,,,,,,,
KIS67484,USMA_521_v2_13,273032,275451,UMAG_10909,hypothetical protein,Hypothetical,11721,Related to GTPase-activating protein beta-chimerin,UMAG_10909,766,regulation of GTPase activity [GO:0043087]; signal transduction [GO:0007165],,,,,,,,,
KIS67485,USMA_521_v2_13,277621,280101,UMAG_12272,Ste20-like protein kinase with effect on mating,Annotated,11722,Serine/threonine-protein kinase SMU1 (EC 2.7.11.1),SMU1,STE20,UMAG_12272,746,intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]; regulation of MAPK cascade [GO:0043408]; response to pheromone [GO:0019236],,,,,,,
KIS67486,USMA_521_v2_13,281114,283267,UMAG_04584,putative tryptophan synthase,Putative,11723,Tryptophan synthase (EC 4.2.1.20),UMAG_04584,717,tryptophan biosynthetic process [GO:0000162],,,,,,,,,
KIS67487,USMA_521_v2_13,283905,285136,UMAG_10910,hypothetical protein,Hypothetical,11724,Cell cycle checkpoint control protein RAD9A,UMAG_10910,381,cellular response to ionizing radiation [GO:0071479]; DNA repair [GO:0006281]; DNA replication checkpoint signaling [GO:0000076]; mitotic intra-S DNA damage checkpoint signaling [GO:0031573],,,,,,,,,
KIS67488,USMA_521_v2_13,285294,289814,UMAG_10911,hypothetical protein,Hypothetical,11725,RING-CH-type domain-containing protein,UMAG_10911,1506,ubiquitin-dependent ERAD pathway [GO:0030433],,,,,,,,,
KIS67489,USMA_521_v2_13,290694,292631,UMAG_04587,putative DEAD-box ATP-dependent RNA helicase 35,Putative,11726,RNA helicase (EC 3.6.4.13),UMAG_04587,645,mRNA splicing, via spliceosome [GO:0000398],,,,,,,,
KIS67490,USMA_521_v2_13,292978,293457,UMAG_04588,putative ubiquitin-ribosomal 40S subunit protein S31 fusion protein,Putative,11727,Putative ubiquitin-ribosomal 40S subunit protein S31 fusion protein,UMAG_04588,159,modification-dependent protein catabolic process [GO:0019941]; protein ubiquitination [GO:0016567]; translation [GO:0006412],,,,,,,,,
